No,Benchmark,InputData,ID,Kernel,DRAM Frequency,SM Frequency,Elapsed Cycles,Memory [%],SOL DRAM,Duration,SOL L1/TEX Cache,SOL L2 Cache,SM Active Cycles,SM [%],Block Size,Grid Size,Registers Per Thread,Shared Memory Configuration Size,Driver Shared Memory Per Block,Dynamic Shared Memory Per Block,Static Shared Memory Per Block,Threads,Waves Per SM,Block Limit SM,Block Limit Registers,Block Limit Shared Mem,Block Limit Warps,Theoretical Active Warps per SM,Theoretical Occupancy,Achieved Occupancy,Achieved Active Warps Per SM
53,needle,1024,52,needle_cuda_shared_1,623595505.62,931443117.98,10613,4.71,2.24,11392,10.85,1.07,4604.65,1.63,16,53,32,98304,0,0,2180,848,0.02,32,64,42,64,32,50,1.56,1.0
54,needle,1024,53,needle_cuda_shared_1,616246498.6,919540732.96,10507,4.84,2.3,11424,10.82,1.31,4702.16,1.68,16,54,32,98304,0,0,2180,864,0.02,32,64,42,64,32,50,1.56,1.0
55,needle,1024,54,needle_cuda_shared_1,621137640.45,928048923.22,10577,4.9,2.33,11392,10.85,1.12,4776.65,1.7,16,55,32,98304,0,0,2180,880,0.02,32,64,42,64,32,50,1.56,1.0
56,needle,1024,55,needle_cuda_shared_1,617897727.27,922733191.29,10397,5.07,2.42,11264,10.85,1.37,4862.06,1.76,16,56,32,98304,0,0,2180,896,0.02,32,64,42,64,32,50,1.56,1.0
57,needle,1024,56,needle_cuda_shared_1,635174418.6,949582122.09,10457,5.14,2.45,11008,10.84,1.16,4953.49,1.78,16,57,32,98304,0,0,2180,912,0.02,32,64,42,64,32,50,1.56,1.0
58,needle,1024,57,needle_cuda_shared_1,631428571.43,943839285.71,10575,5.17,2.46,11200,10.85,1.39,5037.7,1.79,16,58,32,98304,0,0,2180,928,0.02,32,64,42,64,32,50,1.56,1.0
59,needle,1024,58,needle_cuda_shared_1,611267605.63,914304577.46,10389,5.35,2.55,11360,10.84,1.21,5129.85,1.85,16,59,32,98304,0,0,2180,944,0.02,32,64,42,64,32,50,1.56,1.0
60,needle,1024,59,needle_cuda_shared_1,617563739.38,921447119.92,10412,5.43,2.58,11296,10.78,1.46,5244.4,1.88,16,60,32,98304,0,0,2180,960,0.02,32,64,42,64,32,50,1.56,1.0
61,needle,1024,60,needle_cuda_shared_1,616809116.81,922483380.82,10365,5.55,2.64,11232,10.72,1.24,5363.27,1.92,16,61,32,98304,0,0,2180,976,0.02,32,64,42,64,32,50,1.56,1.0
62,needle,1024,61,needle_cuda_shared_1,618644067.8,923184439.74,10460,5.59,2.66,11328,10.81,1.49,5403.07,1.93,16,62,32,98304,0,0,2180,992,0.02,32,64,42,64,32,50,1.56,1.0
63,needle,1024,62,needle_cuda_shared_1,617897727.27,924686316.29,10423,5.7,2.72,11264,10.71,1.28,5545.38,1.97,16,63,32,98304,0,0,2180,1008,0.02,32,64,42,64,32,50,1.56,1.0
64,needle,1024,63,needle_cuda_shared_1,616438356.16,921789383.56,10770,5.63,2.67,11680,10.72,1.64,5653.44,1.94,16,64,32,98304,0,0,2180,1024,0.03,32,64,42,64,32,50,1.56,1.0
65,needle,1024,64,needle_cuda_shared_2,597527472.53,892084478.02,10395,5.71,2.72,11648,10.83,1.28,5479.49,1.98,16,63,32,98304,0,0,2180,1008,0.02,32,64,42,64,32,50,1.56,1.0
66,needle,1024,65,needle_cuda_shared_2,615466101.69,917725988.7,10400,5.62,2.67,11328,10.86,1.51,5378.64,1.95,16,62,32,98304,0,0,2180,992,0.02,32,64,42,64,32,50,1.56,1.0
67,needle,1024,66,needle_cuda_shared_2,618911174.79,925844675.26,10342,5.56,2.65,11168,10.82,1.26,5309.89,1.92,16,61,32,98304,0,0,2180,976,0.02,32,64,42,64,32,50,1.56,1.0
68,needle,1024,67,needle_cuda_shared_2,627873563.22,937559865.9,10443,5.42,2.58,11136,10.77,1.47,5252.62,1.87,16,60,32,98304,0,0,2180,960,0.02,32,64,42,64,32,50,1.56,1.0
69,needle,1024,68,needle_cuda_shared_2,610644257.7,911443744.16,10415,5.34,2.54,11424,10.81,1.21,5138.26,1.85,16,59,32,98304,0,0,2180,944,0.02,32,64,42,64,32,50,1.56,1.0
70,needle,1024,69,needle_cuda_shared_2,627507163.32,938634192.93,10484,5.21,2.49,11168,10.87,1.41,5030.82,1.81,16,58,32,98304,0,0,2180,928,0.02,32,64,42,64,32,50,1.56,1.0
71,needle,1024,70,needle_cuda_shared_2,627507163.32,938156638.01,10481,5.12,2.44,11168,10.84,1.17,4951.62,1.77,16,57,32,98304,0,0,2180,912,0.02,32,64,42,64,32,50,1.56,1.0
72,needle,1024,71,needle_cuda_shared_2,601648351.65,897893772.89,10463,5.05,2.4,11648,10.83,1.38,4875.27,1.75,16,56,32,98304,0,0,2180,896,0.02,32,64,42,64,32,50,1.56,1.0
73,needle,1024,72,needle_cuda_shared_2,597299168.98,894116458.91,10332,5.01,2.39,11552,10.86,1.15,4767.79,1.74,16,55,32,98304,0,0,2180,880,0.02,32,64,42,64,32,50,1.56,1.0
74,needle,1024,73,needle_cuda_shared_2,615084985.84,920060198.3,10400,4.9,2.33,11296,10.86,1.34,4687.82,1.7,16,54,32,98304,0,0,2180,864,0.02,32,64,42,64,32,50,1.56,1.0
75,needle,1024,74,needle_cuda_shared_2,605263157.89,904374422.9,10449,4.78,2.28,11552,10.85,1.11,4599.89,1.66,16,53,32,98304,0,0,2180,848,0.02,32,64,42,64,32,50,1.56,1.0
76,needle,1024,75,needle_cuda_shared_2,616477272.73,923428622.16,10403,4.71,2.25,11264,10.85,1.3,4516.66,1.63,16,52,32,98304,0,0,2180,832,0.02,32,64,42,64,32,50,1.56,1.0
77,needle,1024,76,needle_cuda_shared_2,622126436.78,929642600.57,10356,4.64,2.21,11136,10.62,1.07,4522.39,1.61,16,51,32,98304,0,0,2180,816,0.02,32,64,42,64,32,50,1.56,1.0
78,needle,1024,77,needle_cuda_shared_2,611581920.9,913621115.82,10355,4.55,2.17,11328,10.88,1.26,4332.23,1.58,16,50,32,98304,0,0,2180,800,0.02,32,64,42,64,32,50,1.56,1.0
79,needle,1024,78,needle_cuda_shared_2,631446991.4,942872492.84,10532,4.39,2.09,11168,10.78,1.03,4292.32,1.52,16,49,32,98304,0,0,2180,784,0.02,32,64,42,64,32,50,1.56,1.0
80,needle,1024,79,needle_cuda_shared_2,640261627.91,957894258.72,10547,4.45,2.05,11008,11.1,1.3,4230.4,1.49,16,48,32,98304,0,0,2180,768,0.02,32,64,42,64,32,50,1.56,1.0
81,needle,1024,80,needle_cuda_shared_2,620357142.86,927038690.48,10384,4.26,2.03,11200,10.8,1.0,4099.5,1.48,16,47,32,98304,0,0,2180,752,0.02,32,64,42,64,32,50,1.56,1.0
82,needle,1024,81,needle_cuda_shared_2,610955056.18,913140800.56,10406,4.17,1.99,11392,10.87,1.17,3988.4,1.44,16,46,32,98304,0,0,2180,736,0.02,32,64,42,64,32,50,1.56,1.0
83,needle,1024,82,needle_cuda_shared_2,637142857.14,950684523.81,10649,3.98,1.89,11200,10.89,0.95,3892.45,1.38,16,45,32,98304,0,0,2180,720,0.02,32,64,42,64,32,50,1.56,1.0
84,needle,1024,83,needle_cuda_shared_2,611898017.0,914601038.72,10336,4.01,1.91,11296,10.78,1.13,3847.71,1.39,16,44,32,98304,0,0,2180,704,0.02,32,64,42,64,32,50,1.56,1.0
85,needle,1024,84,needle_cuda_shared_2,637247838.62,952659702.21,10584,3.83,1.83,11104,10.83,0.91,3737.7,1.33,16,43,32,98304,0,0,2180,688,0.02,32,64,42,64,32,50,1.56,1.0
86,needle,1024,85,needle_cuda_shared_2,608757062.15,908589336.16,10296,3.85,1.83,11328,10.89,1.09,3634.25,1.33,16,42,32,98304,0,0,2180,672,0.02,32,64,42,64,32,50,1.56,1.0
87,needle,1024,86,needle_cuda_shared_2,633720930.23,948234617.25,10445,3.7,1.77,11008,10.82,0.9,3568.22,1.28,16,41,32,98304,0,0,2180,656,0.02,32,64,42,64,32,50,1.56,1.0
88,needle,1024,87,needle_cuda_shared_2,614845938.38,919205182.07,10504,3.59,1.71,11424,10.94,1.03,3447.44,1.24,16,40,32,98304,0,0,2180,640,0.02,32,64,42,64,32,50,1.56,1.0
89,needle,1024,88,needle_cuda_shared_2,610169491.53,914842278.72,10366,3.54,1.7,11328,10.88,0.86,3377.4,1.23,16,39,32,98304,0,0,2180,624,0.02,32,64,42,64,32,50,1.56,1.0
90,needle,1024,89,needle_cuda_shared_2,603107344.63,903307438.79,10235,3.5,1.67,11328,10.85,1.01,3299.64,1.21,16,38,32,98304,0,0,2180,608,0.01,32,64,42,64,32,50,1.56,1.0
91,needle,1024,90,needle_cuda_shared_2,611581920.9,913900659.13,10354,3.37,1.6,11328,10.77,0.83,3236.4,1.17,16,37,32,98304,0,0,2180,592,0.01,32,64,42,64,32,50,1.56,1.0
92,needle,1024,91,needle_cuda_shared_2,618233618.23,923225308.64,10370,3.27,1.56,11232,10.91,0.96,3111.03,1.13,16,36,32,98304,0,0,2180,576,0.01,32,64,42,64,32,50,1.56,1.0
93,needle,1024,92,needle_cuda_shared_2,620991253.64,930499878.52,10219,3.23,1.54,10976,10.87,0.8,3031.59,1.12,16,35,32,98304,0,0,2180,560,0.01,32,64,42,64,32,50,1.56,1.0
94,needle,1024,93,needle_cuda_shared_2,632183908.05,945073036.4,10527,3.05,1.45,11136,10.85,0.9,2954.28,1.05,16,34,32,98304,0,0,2180,544,0.01,32,64,42,64,32,50,1.56,1.0
95,needle,1024,94,needle_cuda_shared_2,627167630.06,937334417.15,10380,2.99,1.43,11072,10.79,0.76,2880.91,1.04,16,33,32,98304,0,0,2180,528,0.01,32,64,42,64,32,50,1.56,1.0
96,needle,1024,95,needle_cuda_shared_2,632267441.86,946523740.31,10421,2.89,1.38,11008,10.7,0.94,2818.55,1.0,16,32,32,98304,0,0,2180,512,0.01,32,64,42,64,32,50,1.56,1.0
97,needle,1024,96,needle_cuda_shared_2,618571428.57,924375000.0,10355,2.82,1.35,11200,10.8,0.72,2704.16,0.98,16,31,32,98304,0,0,2180,496,0.01,32,64,42,64,32,50,1.56,1.0
98,needle,1024,97,needle_cuda_shared_2,636527377.52,952704731.03,10582,2.67,1.28,11104,10.91,0.8,2592.79,0.93,16,30,32,98304,0,0,2180,480,0.01,32,64,42,64,32,50,1.56,1.0
99,needle,1024,98,needle_cuda_shared_2,621776504.3,929157712.51,10380,2.63,1.26,11168,10.83,0.69,2522.97,0.91,16,29,32,98304,0,0,2180,464,0.01,32,64,42,64,32,50,1.56,1.0
100,needle,1024,99,needle_cuda_shared_2,616045845.27,921173591.21,10290,2.57,1.22,11168,10.75,0.79,2455.12,0.89,16,28,32,98304,0,0,2180,448,0.01,32,64,42,64,32,50,1.56,1.0
101,needle,10240,0,needle_cuda_shared_1,596840659.34,892685439.56,10405,0.1,0.05,11648,10.2,0.1,93.03,0.03,16,1,32,98304,0,0,2180,16,0.0,32,64,42,64,32,50,1.56,1.0
102,needle,10240,1,needle_cuda_shared_1,585674157.3,876404494.38,9986,0.19,0.09,11392,10.56,0.15,179.61,0.07,16,2,32,98304,0,0,2180,32,0.0,32,64,42,64,32,50,1.56,1.0
103,needle,10240,2,needle_cuda_shared_1,615273775.22,920253962.54,10223,0.28,0.13,11104,10.74,0.18,265.05,0.1,16,3,32,98304,0,0,2180,48,0.0,32,64,42,64,32,50,1.56,1.0
104,needle,10240,3,needle_cuda_shared_1,613636363.64,917021780.3,10335,0.37,0.18,11264,10.84,0.24,349.5,0.13,16,4,32,98304,0,0,2180,64,0.0,32,64,42,64,32,50,1.56,1.0
105,needle,10240,4,needle_cuda_shared_1,627161383.29,937860230.55,10416,0.46,0.22,11104,10.7,0.24,442.76,0.16,16,5,32,98304,0,0,2180,80,0.0,32,64,42,64,32,50,1.56,1.0
106,needle,10240,5,needle_cuda_shared_1,596368715.08,892647229.98,10228,0.56,0.27,11456,10.72,0.31,529.94,0.19,16,6,32,98304,0,0,2180,96,0.0,32,64,42,64,32,50,1.56,1.0
107,needle,10240,6,needle_cuda_shared_1,614730878.19,916976510.86,10363,0.64,0.31,11296,10.65,0.3,622.52,0.22,16,7,32,98304,0,0,2180,112,0.0,32,64,42,64,32,50,1.56,1.0
108,needle,10240,7,needle_cuda_shared_1,607344632.77,907559439.74,10284,0.74,0.35,11328,10.59,0.38,715.55,0.25,16,8,32,98304,0,0,2180,128,0.0,32,64,42,64,32,50,1.56,1.0
109,needle,10240,8,needle_cuda_shared_1,596368715.08,892763617.32,10231,0.83,0.4,11456,10.67,0.34,798.75,0.29,16,9,32,98304,0,0,2180,144,0.0,32,64,42,64,32,50,1.56,1.0
110,needle,10240,9,needle_cuda_shared_1,603641456.58,903098739.5,10321,0.92,0.44,11424,10.77,0.4,879.61,0.32,16,10,32,98304,0,0,2180,160,0.0,32,64,42,64,32,50,1.56,1.0
111,needle,10240,10,needle_cuda_shared_1,605742296.92,905856092.44,10355,1.01,0.48,11424,10.71,0.38,973.04,0.35,16,11,32,98304,0,0,2180,176,0.0,32,64,42,64,32,50,1.56,1.0
112,needle,10240,11,needle_cuda_shared_1,606442577.03,905287114.85,10346,1.1,0.52,11424,10.66,0.48,1065.66,0.38,16,12,32,98304,0,0,2180,192,0.0,32,64,42,64,32,50,1.56,1.0
113,needle,10240,12,needle_cuda_shared_1,605501392.76,905901810.58,10410,1.18,0.56,11488,10.62,0.41,1159.69,0.41,16,13,32,98304,0,0,2180,208,0.01,32,64,42,64,32,50,1.56,1.0
114,needle,10240,13,needle_cuda_shared_1,611731843.58,913335079.14,10468,1.27,0.6,11456,10.62,0.48,1249.03,0.44,16,14,32,98304,0,0,2180,224,0.01,32,64,42,64,32,50,1.56,1.0
115,needle,10240,14,needle_cuda_shared_1,613445378.15,917104341.74,10484,1.36,0.64,11424,10.63,0.45,1340.25,0.47,16,15,32,98304,0,0,2180,240,0.01,32,64,42,64,32,50,1.56,1.0
116,needle,10240,15,needle_cuda_shared_1,628895184.14,939845963.17,10621,1.48,0.68,11296,10.85,0.57,1449.67,0.49,16,16,32,98304,0,0,2180,256,0.01,32,64,42,64,32,50,1.56,1.0
117,needle,10240,16,needle_cuda_shared_1,620738636.36,927024147.73,10447,1.54,0.73,11264,10.59,0.49,1520.8,0.53,16,17,32,98304,0,0,2180,272,0.01,32,64,42,64,32,50,1.56,1.0
118,needle,10240,17,needle_cuda_shared_1,617977528.09,922430945.69,10514,1.62,0.77,11392,10.73,0.57,1589.0,0.56,16,18,32,98304,0,0,2180,288,0.01,32,64,42,64,32,50,1.56,1.0
119,needle,10240,18,needle_cuda_shared_1,603064066.85,902463440.11,10371,1.74,0.83,11488,10.59,0.53,1699.2,0.6,16,19,32,98304,0,0,2180,304,0.01,32,64,42,64,32,50,1.56,1.0
120,needle,10240,19,needle_cuda_shared_1,606145251.4,907210195.53,10396,1.82,0.87,11456,10.56,0.68,1793.71,0.63,16,20,32,98304,0,0,2180,320,0.01,32,64,42,64,32,50,1.56,1.0
121,needle,10240,20,needle_cuda_shared_1,611267605.63,915625000.0,10405,1.91,0.91,11360,10.66,0.57,1866.3,0.66,16,21,32,98304,0,0,2180,336,0.01,32,64,42,64,32,50,1.56,1.0
122,needle,10240,21,needle_cuda_shared_1,609636871.51,911982076.35,10453,1.99,0.95,11456,10.56,0.67,1972.49,0.69,16,22,32,98304,0,0,2180,352,0.01,32,64,42,64,32,50,1.56,1.0
123,needle,10240,22,needle_cuda_shared_1,615819209.04,920992231.64,10439,2.09,0.99,11328,10.58,0.6,2059.24,0.72,16,23,32,98304,0,0,2180,368,0.01,32,64,42,64,32,50,1.56,1.0
124,needle,10240,23,needle_cuda_shared_1,617977528.09,924376755.62,10536,2.16,1.03,11392,10.61,0.77,2142.2,0.74,16,24,32,98304,0,0,2180,384,0.01,32,64,42,64,32,50,1.56,1.0
125,needle,10240,24,needle_cuda_shared_1,612359550.56,917237242.51,10453,2.27,1.08,11392,10.61,0.64,2232.75,0.78,16,25,32,98304,0,0,2180,400,0.01,32,64,42,64,32,50,1.56,1.0
