No,Data,DataID,variant,InputData,BeginAddr,EndAddr,DataSize,CPUPageFault,GPUPagePault,HtoD,DtoH,RemoteMap
25,m,0,1,15616,0x200060000000,0x20009a240000,975437824,2793,56,952576.0,0.0,0.0
26,m,0,1,15872,0x200060000000,0x20009c100000,1007681536,2885,59,984064.0,0.0,0.0
27,m,0,1,16128,0x200060000000,0x20009e040000,1040449536,2979,50,1016064.0,0.0,0.0
28,m,0,1,16384,0x200060000000,0x2000a0000000,1073741824,3072,66,1048576.0,0.0,0.0
29,m,0,1,1792,0x200060000000,0x200060c40000,12845056,39,21,12544.0,0.0,0.0
30,m,0,1,2048,0x200060000000,0x200061000000,16777216,48,22,16384.0,0.0,0.0
31,m,0,1,2304,0x200060000000,0x200061440000,21233664,63,15,20736.0,0.0,0.0
32,m,0,1,256,0x200060000000,0x200060040000,262144,3,62,256.0,0.0,0.0
33,m,0,1,2560,0x200060000000,0x200061900000,26214400,77,18,25600.0,0.0,0.0
34,m,0,1,2816,0x200060000000,0x200061e40000,31719424,93,18,30976.0,0.0,0.0
35,m,0,1,3072,0x200060000000,0x200062400000,37748736,108,20,36864.0,0.0,0.0
36,m,0,1,3328,0x200060000000,0x200062a40000,44302336,129,13,43264.0,0.0,0.0
37,m,0,1,3584,0x200060000000,0x200063100000,51380224,149,22,50176.0,0.0,0.0
38,m,0,1,3840,0x200060000000,0x200063840000,58982400,171,23,57600.0,0.0,0.0
39,m,0,1,4096,0x200060000000,0x200064000000,67108864,192,19,65536.0,0.0,0.0
40,m,0,1,4352,0x200060000000,0x200064840000,75759616,219,21,73984.0,0.0,0.0
41,m,0,1,4608,0x200060000000,0x200065100000,84934656,245,22,82944.0,0.0,0.0
42,m,0,1,4864,0x200060000000,0x200065a40000,94633984,273,30,92416.0,0.0,0.0
43,m,0,1,512,0x200060000000,0x200060100000,1048576,5,36,1024.0,0.0,0.0
44,m,0,1,5120,0x200060000000,0x200066400000,104857600,300,24,102400.0,0.0,0.0
45,m,0,1,5376,0x200060000000,0x200066e40000,115605504,333,22,112896.0,0.0,0.0
46,m,0,1,5632,0x200060000000,0x200067900000,126877696,365,19,123904.0,0.0,0.0
47,m,0,1,5888,0x200060000000,0x200068440000,138674176,399,25,135424.0,0.0,0.0
48,m,0,1,6144,0x200060000000,0x200069000000,150994944,432,25,147456.0,0.0,0.0
49,m,0,1,6400,0x200060000000,0x200069c40000,163840000,471,27,160000.0,0.0,0.0
50,m,0,1,6656,0x200060000000,0x20006a900000,177209344,509,26,173056.0,0.0,0.0
51,m,0,1,6912,0x200060000000,0x20006b640000,191102976,549,20,186624.0,0.0,0.0
52,m,0,1,7168,0x200060000000,0x20006c400000,205520896,588,29,200704.0,0.0,0.0
53,m,0,1,7424,0x200060000000,0x20006d240000,220463104,633,27,215296.0,0.0,0.0
54,m,0,1,768,0x200060000000,0x200060240000,2359296,9,21,2304.0,0.0,0.0
55,m,0,1,7680,0x200060000000,0x20006e100000,235929600,677,26,230400.0,0.0,0.0
56,m,0,1,7936,0x200060000000,0x20006f040000,251920384,723,31,246016.0,0.0,0.0
57,m,0,1,8192,0x200060000000,0x200070000000,268435456,768,26,262144.0,0.0,0.0
58,m,0,1,8448,0x200060000000,0x200071040000,285474816,819,29,278784.0,0.0,0.0
59,m,0,1,8704,0x200060000000,0x200072100000,303038464,869,27,295936.0,0.0,0.0
60,m,0,1,8960,0x200060000000,0x200073240000,321126400,921,33,313600.0,0.0,0.0
61,m,0,1,9216,0x200060000000,0x200074400000,339738624,972,42,331776.0,0.0,0.0
62,m,0,1,9472,0x200060000000,0x200075640000,358875136,1029,33,350464.0,0.0,0.0
63,m,0,1,9728,0x200060000000,0x200076900000,378535936,1085,34,369664.0,0.0,0.0
64,m,0,1,9984,0x200060000000,0x200077c40000,398721024,1143,33,389376.0,0.0,0.0
